affix,agent,concept,concept_base,concept_translation,direction,direction_base,direction_translation,gloss,mode,mode_base,mode_translation,object,object_base,object_translation,patient,person,preverb,preverb_base,preverb_translation,subject,subject_base,subject_translation,tense,tense_base,tense_translation,text,text_breakdown,text_label,verb,verb_base,verb_translation,verb_type
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEtapasiVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-tapasiyek,ê-__tapasi_yek,concept_spelling_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEpimipahtaVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-pimipahtayek,ê-__pimipahta_yek,concept_spelling_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnipaVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-nipayek,ê-__nipa_yek,concept_spelling_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnipawiVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-nipawiyek,ê-__nipawi_yek,concept_spelling_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnanâskomoVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-nanâskomoyek,ê-__nanâskomo_yek,concept_spelling_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEmîcisoVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-mîcisoyek,ê-__mîciso_yek,concept_spelling_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEmêtawêVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-mêtawêyek,ê-__mêtawê_yek,concept_spelling_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEkwayaskwâtisiVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-kwayaskwâtisiyek,ê-__kwayaskwâtisi_yek,concept_spelling_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEitohteVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-itohteyek,ê-__itohte_yek,concept_spelling_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEapiVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-apiyek,ê-__api_yek,concept_spelling_verb_concept,apiVAI,api,sit,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEwâpiVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kiwâpinaw,ki__wâpi_naw,concept_spelling_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEwaniskaVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kiwaniskanaw,ki__waniska_naw,concept_spelling_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEtapasiVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kitapasinaw,ki__tapasi_naw,concept_spelling_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEpimipahtaVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kipimipahtanaw,ki__pimipahta_naw,concept_spelling_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEnipaVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kinipanaw,ki__nipa_naw,concept_spelling_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEnipawiVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kinipawinaw,ki__nipawi_naw,concept_spelling_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEnanâskomoVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kinanâskomonaw,ki__nanâskomo_naw,concept_spelling_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEmîcisoVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kimîcisonaw,ki__mîciso_naw,concept_spelling_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEmêtawêVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kimêtawânaw,ki__mêtawâ_naw,concept_spelling_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEkwayaskwâtisiVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kikwayaskwâtisinaw,ki__kwayaskwâtisi_naw,concept_spelling_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEitohteVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kititohtenaw,ki_t_itohte_naw,concept_spelling_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,prsNONEapiVAI2I,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kitapinaw,ki_t_api_naw,concept_spelling_verb_concept,apiVAI,api,sit,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEwâpiVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,wâpitân,_wâpi_tân,preverb_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEwaniskaVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,waniskatân,_waniska_tân,preverb_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEtapasiVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,tapasitân,_tapasi_tân,preverb_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEpimipahtaVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,pimipahtatân,_pimipahta_tân,preverb_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEnipaVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,nipatân,_nipa_tân,preverb_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEnipawiVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,nipawitân,_nipawi_tân,preverb_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEnanâskomoVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,nanâskomotân,_nanâskomo_tân,preverb_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEmîcisoVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,mîcisotân,_mîciso_tân,preverb_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEmêtawêVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,mêtawêtân,_mêtawê_tân,preverb_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEkwayaskwâtisiVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,kwayaskwâtisitân,_kwayaskwâtisi_tân,preverb_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEitohteVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,itohtetân,_itohte_tân,preverb_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,NONEapiVAIprs2I,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,apitân,_api_tân,preverb_verb_concept,apiVAI,api,sit,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEwâpiVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-wâpiyahk,ê-__wâpi_yahk,concept_spelling_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEwaniskaVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-waniskayahk,ê-__waniska_yahk,concept_spelling_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEtapasiVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-tapasiyahk,ê-__tapasi_yahk,concept_spelling_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEpimipahtaVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-pimipahtayahk,ê-__pimipahta_yahk,concept_spelling_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnipaVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-nipayahk,ê-__nipa_yahk,concept_spelling_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnipawiVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-nipawiyahk,ê-__nipawi_yahk,concept_spelling_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnanâskomoVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-nanâskomoyahk,ê-__nanâskomo_yahk,concept_spelling_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEmîcisoVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-mîcisoyahk,ê-__mîciso_yahk,concept_spelling_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEmêtawêVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-mêtawêyahk,ê-__mêtawê_yahk,concept_spelling_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEkwayaskwâtisiVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-kwayaskwâtisiyahk,ê-__kwayaskwâtisi_yahk,concept_spelling_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEitohteVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-itohteyahk,ê-__itohte_yahk,concept_spelling_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI2INONE,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting,animate_intransitive,-,Someone acting,conj_prefprsNONEapiVAI2I,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-apiyahk,ê-__api_yahk,concept_spelling_verb_concept,apiVAI,api,sit,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEwâpiVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,niwâpinân,ni__wâpi_nân,concept_spelling_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEwaniskaVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,niwaniskanân,ni__waniska_nân,concept_spelling_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEtapasiVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,nitapasinân,ni__tapasi_nân,concept_spelling_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEpimipahtaVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,nipimipahtanân,ni__pimipahta_nân,concept_spelling_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEnipaVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ninipanân,ni__nipa_nân,concept_spelling_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEnipawiVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ninipawinân,ni__nipawi_nân,concept_spelling_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEnanâskomoVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ninanâskomonân,ni__nanâskomo_nân,concept_spelling_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEmîcisoVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,nimîcisonân,ni__mîciso_nân,concept_spelling_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEmêtawêVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,nimêtawânân,ni__mêtawâ_nân,concept_spelling_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEkwayaskwâtisiVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,nikwayaskwâtisinân,ni__kwayaskwâtisi_nân,concept_spelling_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEitohteVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,nititohtenân,ni_t_itohte_nân,concept_spelling_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,prsNONEapiVAI1PL,ind,-,Independent,NONE,-,,,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,nitapinân,ni_t_api_nân,concept_spelling_verb_concept,apiVAI,api,sit,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEwâpiVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-wâpiyâhk,ê-__wâpi_yâhk,concept_spelling_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEwaniskaVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-waniskayâhk,ê-__waniska_yâhk,concept_spelling_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEtapasiVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-tapasiyâhk,ê-__tapasi_yâhk,concept_spelling_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEpimipahtaVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-pimipahtayâhk,ê-__pimipahta_yâhk,concept_spelling_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnipaVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-nipayâhk,ê-__nipa_yâhk,concept_spelling_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnipawiVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-nipawiyâhk,ê-__nipawi_yâhk,concept_spelling_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnanâskomoVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-nanâskomoyâhk,ê-__nanâskomo_yâhk,concept_spelling_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEmîcisoVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-mîcisoyâhk,ê-__mîciso_yâhk,concept_spelling_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEmêtawêVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-mêtawêyâhk,ê-__mêtawê_yâhk,concept_spelling_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEkwayaskwâtisiVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-kwayaskwâtisiyâhk,ê-__kwayaskwâtisi_yâhk,concept_spelling_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI1PLNONE,ni____nân   | ê-____yâhk,Plural I acting,animate_intransitive,-,Someone acting,conj_prefprsNONEitohteVAI1PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-itohteyâhk,ê-__itohte_yâhk,concept_spelling_verb_concept,itohteVAI,itohte,go,VAI
